date,headline,print_headline,abstract,snippet,lead_paragraph
2005-07-16,Anger Burns on the Fringe of Britain's Muslims,BOMBINGS IN LONDON; Anger Burns on the Fringe of Britain's Muslims,"At Beeston's Cross Flats Park, in the center of this now embattled town, Sanjay Dutt and his friends grappled Friday with why their friend Kakey, better known to the world as Shehzad Tanweer, had decided to become a suicide bomber.     ''He was sick of it all, all the injustice and the way the world is going about it,'' Mr. Dutt, 22, said. ''Why, for example, don't they ever take a moment of silence for all the Iraqi kids who die?''  ","At Beeston's Cross Flats Park, in the center of this now embattled town, Sanjay Dutt and his friends grappled Friday with why their friend Kakey, better known to the world as Shehzad Tanweer, had decided to become a suicide bomber.     ''He was si...","LEEDS, England, July 15 - At Beeston's Cross Flats Park, in the center of this now embattled town, Sanjay Dutt and his friends grappled Friday with why their friend Kakey, better known to the world as Shehzad Tanweer, had decided to become a suicide bomber."
2005-07-18,Reporter Says He First Learned of C.I.A. Operative From Rove,Reporter Says He First Learned Of C.I.A. Operative From Rove,"Reporter Matthew Cooper, in Time magazine article, says White House adviser Karl Rove was first person to tell him that wife of former Ambassador Joseph C Wilson IV was CIA officer; holds Rove said she had played role in sending Wilson to Africa to investigate possible uranium sales to Iraq; article describes Cooper's testimony to federal grand jury investigating whether a White House official illegally disclosed identity of covert intelligence officer Valerie Plame; Cooper says Rove did not mention name of Wilson's wife or say that she was covert officer, but holds that he did say that she worked at the 'agency' on 'WMD'; article is largely consistent with broad outlines of Rove's grand jury testimony about conversation as portrayed in news accounts; is likely to add fuel to political firestorm over whether there was White House effort to disclose Plame's identity as payback for Wilson's criticism of Bush administration; photo (M)","Reporter Matthew Cooper, in Time magazine article, says White House adviser Karl Rove was first person to tell him that wife of former Ambassador Joseph C Wilson IV was CIA officer; holds Rove said she had played role in sending Wilson to Africa t...","Matthew Cooper, a reporter for Time magazine, said the White House senior adviser Karl Rove was the first person to tell him that the wife of former Ambassador Joseph C. Wilson IV was a C.I.A. officer, according to a first-person account in this week's issue of the magazine."
2005-07-19,U.S. to Broaden India's Access To Nuclear-Power Technology,U.S. to Broaden India's Access To Nuclear-Power Technology,"Pres Bush reaches agreement with Prime Min Manmohan Singh for India to secure international help for its civilian nuclear reactors while retaining its nuclear arms; photos of two at White House; agreement, if approved by other nuclear countries and Congress, would remove ban on civilian nuclear technology sales to India that has been decades-long source of antagonism; India would obtain nuclear fuel and reactor components and in return allow international inspections and refrain from further weapons testing and arms transfers; Pakistan is likely to demand similar concessions; agreement is major step in administration campaign to improve ties (M)","Pres Bush reaches agreement with Prime Min Manmohan Singh for India to secure international help for its civilian nuclear reactors while retaining its nuclear arms; photos of two at White House; agreement, if approved by other nuclear countries an...","WASHINGTON, July 18 - President Bush, bringing India a step closer to joining the club of nuclear-weapons states, reached an agreement with Prime Minister Manmohan Singh to let India secure international help for its civilian nuclear reactors while retaining its nuclear arms."
2005-07-20,2 Sunnis at Work on Constitution Are Shot Dead in Car in Baghdad,THE STRUGGLE FOR IRAQ: VIOLENCE; 2 Sunnis at Work on Constitution Are Shot Dead in Car in Baghdad,"Two Sunni Arabs involved in drafting Iraq's constitution are assassinated on busy street in central Baghdad; bodyguard also killed; Mejbil al-Sheik Isa was among 15 Sunnis recently named to committee and Damin al-Obeidi was one of ten Sunni consultants; killings raise questions about efforts to draw in more Sunnis to make process more inclusive; Sunnis and Shiites alike condemn killings, as does UN Sec Gen Kofi Annan; photos of scene and of women's groups demonstrating against constitutional draft that would strengthen Islamic law regarding women and families; attacks come as Pres Jalal Talabani predicts constitution could be completed by end of month; more than dozen people are killed in other attacks (M)",Two Sunni Arabs involved in drafting Iraq's constitution are assassinated on busy street in central Baghdad; bodyguard also killed; Mejbil al-Sheik Isa was among 15 Sunnis recently named to committee and Damin al-Obeidi was one of ten Sunni consul...,"BAGHDAD, Iraq, July 19 - Two Sunni Arabs involved in drafting Iraq's constitution were assassinated Tuesday afternoon on a busy street in central Baghdad, delivering a setback to the country's fledgling democratic process."
2005-07-23,SUBWAY SUSPECT IS SHOT TO DEATH BY LONDON POLICE,BOMBINGS IN LONDON: TERROR THREAT; SUBWAY SUSPECT IS SHOT TO DEATH BY LONDON POLICE,"Under a shoot-to-kill order after terrorist attacks that have traumatized Britain, plainclothes police officers on Friday fatally shot a suspect on a subway train as horrified passengers looked on.    The police shot the man five times at point-blank range, witnesses said, after chasing him into a train stopped in the Stockwell Underground station in south London at about 10 a.m.  ","Under a shoot-to-kill order after terrorist attacks that have traumatized Britain, plainclothes police officers on Friday fatally shot a suspect on a subway train as horrified passengers looked on.    The police shot the man five times at point-bl...","LONDON, July 22 - Under a shoot-to-kill order after terrorist attacks that have traumatized Britain, plainclothes police officers on Friday fatally shot a suspect on a subway train as horrified passengers looked on."
2005-07-24,Mystery Woodpecker Upends a Bird Lover's Life,"Mystery Woodpecker Flies By, Upending Life of a Bird Lover","In the church of birds, where passions run high and prophets emerge from swamps and thickets with revelations, nothing can ruin a reputation like admitting that you have seen an ivory-billed woodpecker.    Bobby Harrison, a large, gentle man with thinning hair and a soft Alabama drawl, knows this and can recite the casualties. Consider John V. Dennis, one of Mr. Harrison's heroes. He took the last accepted photograph of an ivory bill in Cuba in 1948. But when he testified to seeing one in the Big Thicket area of southeast Texas in 1966, he was ridiculed.   ","In the church of birds, where passions run high and prophets emerge from swamps and thickets with revelations, nothing can ruin a reputation like admitting that you have seen an ivory-billed woodpecker.    Bobby Harrison, a large, gentle man with ...","HUNTSVILLE, Ala., July 23 - In the church of birds, where passions run high and prophets emerge from swamps and thickets with revelations, nothing can ruin a reputation like admitting that you have seen an ivory-billed woodpecker."
2005-07-27,Intense Hunt for Signs of Damage Could Raise Problems of Its Own,RETURN TO SPACE: TROUBLESHOOTING; Intense Hunt for Signs of Damage Could Raise Problems of Its Own,"Discovery's 12 1/2-day mission into space will be one of most photographed in history of shuttle program, with all eyes on craft to see if it suffers kind of damage from blastoff debris that brought down Columbia in 2003; monitoring cameras everywhere may be mixed blessing because more damage engineers look for the more they will find, risking overreaction that could also be dangerous; astronaut Dr David Wolf warns about difficult decisions about damage that could be either critical or inconsequential; diagram (M)","Discovery's 12 1/2-day mission into space will be one of most photographed in history of shuttle program, with all eyes on craft to see if it suffers kind of damage from blastoff debris that brought down Columbia in 2003; monitoring cameras everyw...","CAPE CANAVERAL, Fla., July 26 - Now that the Discovery is in orbit, the examination begins. Its 12 1/2-day mission will be the most photographed in the history of the shuttle program, with all eyes on the craft to see if it suffered the kind of damage from blastoff debris that brought down the Columbia in February 2003."
2005-07-28,Police in Britain Hold Somali Man in 2nd Bomb Plot,BOMBINGS IN LONDON: THE INVESTIGATION; POLICE IN BRITAIN HOLD SOMALI MAN IN 2ND BOMB PLOT,"British police arrest Yasin Hassan Omar, Somali man thought to be one of bombers behind London's attacks last week, biggest breakthrough yet in investigation of terror that has shaken city; Omar, a British resident, is apprehended in predawn raid in Birmingham; police, determined to take him alive, use Taser stun gun rather than conventional weapon when he tries to flee; new evidence emerges suggesting that more attacks could have been planned; British authorities find several finished bombs and variety of bomb components in trunk of car that some of July 7 bombers drove to train station at Luton that morning before heading to London; existence of additional devices could indicate that four bombers, who died in first attacks, planned more attacks and were not on suicide mission; despite arrest of Omar, police still do not know identies of two of bombers; they ask British people again for help; photos (M)","British police arrest Yasin Hassan Omar, Somali man thought to be one of bombers behind London's attacks last week, biggest breakthrough yet in investigation of terror that has shaken city; Omar, a British resident, is apprehended in predawn raid ...",Correction Appended
2005-07-31,"Tow Trucks Prowl, and Authorities Crack Down","Tow Trucks Prowl, and Authorities Crack Down","There is probably no more infuriating sight for drivers than their car attached to a tow truck. But some motorists, prosecutors and lawmakers think some towers are going a little too far.     In one case here, a church's pickup was towed from its own parking lot; in another, a 4-year-old boy was towed away in his mother's car after she went inside her apartment for a few minutes to drop off groceries and a younger child.  ","There is probably no more infuriating sight for drivers than their car attached to a tow truck. But some motorists, prosecutors and lawmakers think some towers are going a little too far.     In one case here, a church's pickup was towed from its ...","LOS ANGELES, July 30 - There is probably no more infuriating sight for drivers than their car attached to a tow truck. But some motorists, prosecutors and lawmakers think some towers are going a little too far."
2005-08-01,Two Prosecutors Faulted Trials for Detainees,2 Prosecutors Faulted Trials For Detainees,"Two senior prosecutors in 2004 war crimes trials against four detainees at Guantanamo Bay complained in confidential messages that trial system was secretly arranged to improve chance of conviction and to deprive defendants of material that could prove their innocence; their complaints echoed those made by military defense lawyers and outside groups like American Bar Assn; one prosecutor, Capt John Carr, claimed in e-mail message that Col Frederick L Borch, chief prosecutor, told subordinates that members of military commission that would try first four defendants would be 'handpicked' to ensure that all would be convicted; Borch has called this and other complaints about him 'monstrous lies'; Carr also said he was told that any exculpatory evidence would be withheld by CIA for security reasons, including evidence that at least one of four defendants had been brutalized; second prosecutor, Maj Robert Preston, said in message to another senior officer that he knew proceedings would not be 'full and fair'; Defense Dept says its formal investigation found no evidence to support two officers' accusations of legal or ethical problems; Preston and Carr left prosecution team weeks after sending their e-mail messages; trials, of Salim Ahmed Hamdan and David Hicks, were halted in Nov when federal judge ruled they violated military law and Geneva Conventions; that ruling was reversed in July and trials are expected to resume shortly; photo (L)",Two senior prosecutors in 2004 war crimes trials against four detainees at Guantanamo Bay complained in confidential messages that trial system was secretly arranged to improve chance of conviction and to deprive defendants of material that could ...,"WASHINGTON, July 31 - As the Pentagon was making its final preparations to begin war crimes trials against four detainees at Guantánamo Bay, Cuba, two senior prosecutors complained in confidential messages last year that the trial system had been secretly arranged to improve the chance of conviction and to deprive defendants of material that could prove their innocence."
2005-08-04,'04 Report Faulted Application of Shuttle Foam,'04 Report Faulted Application of Shuttle Foam,"Internal NASA report last Dec warned of deficiencies in way insulating foam was being applied to sections of fuel tank to be used on shuttle Discovery's current mission; report did not recommend against launching Discovery, but did offer harsh critique of quality control and practices at Michoud Assembly Facility in New Orleans, which is managed by Lockheed Martin; that plant came under intense criticism after foam accident at liftoff led to loss of shuttle Columbia and its crew of seven astronauts in 2003; internal report was written by Conley Perry, retired NASA division chief for quality engineering; it states that Lockheed's external tank engineers were reluctant to re-evaluate quality-control problems because of 'schedule-first attitude' of Lockheed Martin management; photos (M)","Internal NASA report last Dec warned of deficiencies in way insulating foam was being applied to sections of fuel tank to be used on shuttle Discovery's current mission; report did not recommend against launching Discovery, but did offer harsh cri...","HOUSTON, Aug. 3 - An internal NASA report last December warned of deficiencies in the way insulating foam was being applied to sections of the fuel tank to be used on the shuttle Discovery's current mission."
2005-08-05,Offer by Europe Would Give Iran Nuclear Future,OFFER BY EUROPE WOULD GIVE IRAN NUCLEAR FUTURE,"European negotiators will offer Iran chance to achieve full political and economic relationship with West, and possibility of getting nuclear reactors and fuel, if it ends nuclear activities suspected to be part of weapons program; European offer, drafted with tacit approval of Bush administtration, will be first test of new leadership in Iran; there is considerable doubt that Iran will accept proposal, at least right away, since it seeks Iran's pledge to end uranium conversion and enrichment activities; diplomats note that proposal contains face-saving provision for Iran conceding right to certain activities it is being asked to give up; although uranium enrichment is allowed under Nuclear Nonproliferation Treaty, West's view is that Iran has forfeited that right because it has engaged in clandestine activities; Iran's anger at being asked to give up activities allowed to other countries is at heart of its repeated announcment that it will resume such work when it chooses (M)","European negotiators will offer Iran chance to achieve full political and economic relationship with West, and possibility of getting nuclear reactors and fuel, if it ends nuclear activities suspected to be part of weapons program; European offer,...","WASHINGTON, Aug. 4 - In a first test of the new leadership in Iran, European negotiators have prepared a sweeping proposal that raises the possibility of Iran acquiring nuclear reactors and fuel, and of achieving a full political and economic relationship with the West, if it ends nuclear activities suspected to be part of a weapons program, Western diplomats said Thursday."
2005-08-08,Abuse Cases Open Command Issues at Army Prison,ABUSE CASES OPEN COMMAND ISSUES AT ARMY PRISON,"Trial testimony in cases involving brutal deaths of two Afghan prisoners at American military detention center in Bagram in 2002 illustrates how unprepared many soliders were for their duties there, how loosely some were supervised and how vaguely rules under which they operated were often defined; it has also underscored key question of responsibility of more senior military personnel for abuses that took place; none of 9 soldiers prosecuted thus far are officers; Army investigators have recommended criminal charges against 18 others, including two captains, military intelligence officer in charge and reservist commander of military police guards; Pvt Willie V Brand, former guard cahrged with maiming and assault, says he and other reservist military policemen wwere specifically instructed at Bagram on how to deliver certain type of blows to gain compliance of prisoners; those blows ultimately killed two detainees; photo (M)","Trial testimony in cases involving brutal deaths of two Afghan prisoners at American military detention center in Bagram in 2002 illustrates how unprepared many soliders were for their duties there, how loosely some were supervised and how vaguely...","FORT BLISS, Tex., Aug. 4 - In a small courtroom at this vast Army training base, military prosecutors have been moving briskly to dispense with the cases they have filed in the brutal deaths in 2002 of two Afghan prisoners at the American military detention center in Bagram, Afghanistan."
2005-08-09,Reluctant ABC Faces Its Nights After Jennings,Reluctant ABC Faces Its Nights After Jennings,"Senior executives at ABC and its parent Walt Disney Co adopt wait-and-see attitude about most crucial question facing network: who will succeed Peter Jennings as anchor of World News Tonight; calculus involved in naming successor is described by insiders as incredibly intricate; for now, Charles Gibson and Elizabeth Vargas will continue to alternate in evening as they have since Jennings departed his broadcast on Apr 5; Gibson is said to be front-runner as permanent replacement, but he already is co-host of Good Morning America, which is far more profitable than evening news show; photo; graph (M)",Senior executives at ABC and its parent Walt Disney Co adopt wait-and-see attitude about most crucial question facing network: who will succeed Peter Jennings as anchor of World News Tonight; calculus involved in naming successor is described by i...,It is known in the news business as an advance obituary -- a report that can be published or broadcast on short notice should an important figure die on deadline.
2005-08-12,"Heralded as Parks, but Looking More Like Dumps","Heralded as Parks, but Looking More Like Dumps","Dozens of undevelopled plots of land across New York City that have been dedicated as public parks, often with great fanfare, have never actually developed, and stand as trash-filled vacant lots; many are in densely populated, poor communities with limited green spaces; they have become de facto garbage dumps and occasional crime scenes; every year city buys plots of land from developers, or takes over unused municipal plots, intending to create parks; history of city is littered with broken municipal promises and deferred plans; Parks Dept officials say lack of money and insufficient community support are among factors preventing development; photos (M)","Dozens of undevelopled plots of land across New York City that have been dedicated as public parks, often with great fanfare, have never actually developed, and stand as trash-filled vacant lots; many are in densely populated, poor communities wit...","A few months after the explosion of the Challenger space shuttle, the family of Dr. Ronald E. McNair, one of the seven astronauts killed, stood with Mayor Edward I. Koch in East Harlem to announce the construction of a new park in Dr. McNair's honor."
2005-08-13,G.I.'s Deployed in Iraq Desert With Lots of American Stuff,G.I.'s Deployed in Iraq Desert With Lots of American Stuff,"First Lt. Taysha Deaton of the Louisiana National Guard went to war expecting a gritty yearlong deployment of sand, heat and duress, but ended up spending her nights in a king-size bed beneath imported sheets and a fluffy down comforter.     She bought the bed from a departing soldier to replace the twin-size metal frame that came with her air-conditioned trailer on this base in western Baghdad. She also acquired a refrigerator, television, cellphone, microwave oven, boom box and DVD player, and signed up for a high-speed Internet connection.  ","First Lt. Taysha Deaton of the Louisiana National Guard went to war expecting a gritty yearlong deployment of sand, heat and duress, but ended up spending her nights in a king-size bed beneath imported sheets and a fluffy down comforter.     She b...","CAMP LIBERTY, Iraq - First Lt. Taysha Deaton of the Louisiana National Guard went to war expecting a gritty yearlong deployment of sand, heat and duress, but ended up spending her nights in a king-size bed beneath imported sheets and a fluffy down comforter."
2005-08-16,Doctors' Links With Investors Raise Concerns,Doctors' Links With Investors Raise Concerns,"Growing numbers of doctors sign up as consultants with companies that match them with investors, raising troubling ethical questions; Securities and Exchange Commission is looking at whether doctors, participating in clinical trials, are accepting money to talk to analysts and investors about confidential results; this could be construed as violation of insider trading law; investment houses and research analysts often sponsor dinners where paid panels of physicians give their thoughts about pharmaceutical developments; even though companies prohibit panelists from violating confidence or revealing proprietary information, such conversations carry risk that participants will betray secrets; Food and Drug Adm, which regulates clinical trials, has no authority over investment transactions but has increased information-sharing with SEC; Journal of American Medical Assn carries article exploring relationships between doctors and investment companies; photo (M)","Growing numbers of doctors sign up as consultants with companies that match them with investors, raising troubling ethical questions; Securities and Exchange Commission is looking at whether doctors, participating in clinical trials, are accepting...",Correction Appended
2005-08-17,3 Set to Hang as Executions Return to Iraq,THE STRUGGLE FOR IRAQ: THE DEATH PENALTY; 3 Set to Hang As Executions Return to Iraq,"Prime Min Ibrahim al-Jaafari says three men will be put to death by hanging in first execution by Iraq's civilian courts since fall of Saddam Hussein; the condemned were convicted of dozens of rapes, kidnappings and killings in southern city of Kut, in one case displaying eyeballs of Iraqi soldier to obtain payment for his murder; 33 other death sentences have been handed down by courts since death penalty was reinstated in Iraq in August 2004, and many of them are expected to clear review by appeals court and three-member government council because government is eager to show that it is taking steps against terrorism and because public support for death penalty is overwhelming; human rights organizations question timing of announcement and say Iraq's legal system is often too flimsy to be fair; photo (M)","Prime Min Ibrahim al-Jaafari says three men will be put to death by hanging in first execution by Iraq's civilian courts since fall of Saddam Hussein; the condemned were convicted of dozens of rapes, kidnappings and killings in southern city of Ku...","BAGHDAD, Iraq, Aug. 16 - Three men convicted of dozens of rapes, kidnappings and killings in the southern city of Kut, in one case displaying the eyeballs of an Iraqi soldier to obtain payment for his murder, will be put to death by hanging in the first execution by Iraq's civilian courts since the fall of Saddam Hussein, Prime Minister Ibrahim al-Jaafari said Tuesday."
2005-08-19,"In the Long Run, Sleep at Home and Invest in the Stock Market","In the Long Run, Sleep at Home And Invest in the Stock Market","Housing prices have done better than stocks recently, but not over longer period; investment advisers worry that this reality is getting lost in today's enthusiasm for houses, even as some economists say housing market has peaked; people are buying homes purely on speculation, trading real estate almost as if it were stock; surveys show large majority of Americans consider real estate to be safer investment than stocks; but over 30-year period, and when adjusted for inflation, housing returns do not come close to gains of stock market; in last 25 years, average annual increase of Standard & Poor's 500-stock index was 10.2 percent, while biggest annual increase in real estate value in metro area was 9.1 percent, and increase was lower than that elsewhere; photo; map; chart (M)","Housing prices have done better than stocks recently, but not over longer period; investment advisers worry that this reality is getting lost in today's enthusiasm for houses, even as some economists say housing market has peaked; people are buyin...","The housing boom of the last five years has made many homeowners feel like very, very smart investors."
2005-08-20,"Once Woeful, Alabama Is Model in Child Welfare","Once Woeful, Alabama Is Model in Child Welfare","As a mother, Stephanie Harris seemed hopeless. She was 29 and a determined crack addict back in 1993, when she was sent to prison for neglecting her six children, including infant twins. The authorities had little choice, she now agrees, but to give custody of her children to relatives.      ''It didn't bother me,'' she recalled in a recent interview. ''All I wanted to do was get high.''  ","As a mother, Stephanie Harris seemed hopeless. She was 29 and a determined crack addict back in 1993, when she was sent to prison for neglecting her six children, including infant twins. The authorities had little choice, she now agrees, but to gi...","MONTGOMERY, Ala. - As a mother, Stephanie Harris seemed hopeless. She was 29 and a determined crack addict back in 1993, when she was sent to prison for neglecting her six children, including infant twins. The authorities had little choice, she now agrees, but to give custody of her children to relatives."
2005-08-21,Developers Find Newest Frontier on the East Side,Developers Find Newest Frontier On the East Side,"Lower Manhattan and the West Side may have occupied the headlines for the last few years as New York City has plotted the direction of its growth. But it is the East Side riverfront of Manhattan that may be about to undergo the city's most imminent transformation.     Developers are now moving forward with three large projects on the far East Side between 42nd and 23rd Streets, demolishing the last vestiges of the area's industrial past to make way for one of the city's tallest residential buildings and several large office towers and bioscience buildings. As many as 4,000 new apartments would house at least 8,000 residents in the area.  ",Lower Manhattan and the West Side may have occupied the headlines for the last few years as New York City has plotted the direction of its growth. But it is the East Side riverfront of Manhattan that may be about to undergo the city's most imminen...,Lower Manhattan and the West Side may have occupied the headlines for the last few years as New York City has plotted the direction of its growth. But it is the East Side riverfront of Manhattan that may be about to undergo the city's most imminent transformation.
2005-08-24,"Relax, Bill Gates; It's Google's Turn as the Villain","Relax, Bill Gates; It's Google's Turn as the Villain","Silicon Valley, which for years hungered for company mighty enough to best Microsoft, now frets that phenomenally successful Google may be moving away from entrepreneurial culture that produced it, toward corporate culture that some consider arrogant; complaints like hoarding of top engineers and treatment of partners are fueled by latest plans to sell 14 million more shares, adding $4 billion to cash reserves; photo; chart; graph; Max Levchin, who founded PayPal, says he is surprised at how fast reputation is changing; Bill Gates himself says Google is more like Microsoft than any other competitor. spurring his company to develop own Internet search engine; earlier pretenders to throne recalled; Google is also making it difficult for start-ups to raise money, adding new services and aiming for platform so popular that outside software designers write programs and Web developers build new Google-related services (M)","Silicon Valley, which for years hungered for company mighty enough to best Microsoft, now frets that phenomenally successful Google may be moving away from entrepreneurial culture that produced it, toward corporate culture that some consider arrog...","SAN FRANCISCO, Aug. 23 - For years, Silicon Valley hungered for a company mighty enough to best Microsoft. Now it has one such contender: the phenomenally successful Google."
2005-08-25,Panel Rejects Closing of 2 Big Navy Bases in Northeast,Panel Rejects Closing of 2 Big Navy Bases in Northeast,"Independent commission reviewing Defense Dept plan to shut or shrink hundreds of military bases nationwide votes not to close oldest American submarine base, in Groton, Conn, and historic Portsmouth naval shipyard in Kittery, Me; over all, nine-member Defense Base Closure and Realignment Commission endorses most of Pentagon's blueprint for changes at more than 800 facilities; contentious debates are expected on proposals to close Air Force installations and shift squadrons around country; chairman Anthony J Principi says panel overturned Pentagon plan to close Groton and Portsmouth bases over uncertainty about whether Navy will need to grow in response to China's naval buildup, as well as concern about losing expertise at both places; those two bases provide estimated $2.9 billion of Pentagon's estimate of nearly $50 billion in savings over next 20 years; their proposed closings formed two of largest moneysavers in Pentagon plan; photo; map (M)","Independent commission reviewing Defense Dept plan to shut or shrink hundreds of military bases nationwide votes not to close oldest American submarine base, in Groton, Conn, and historic Portsmouth naval shipyard in Kittery, Me; over all, nine-me...","ARLINGTON, Va., Aug. 24 - The independent commission reviewing a Defense Department plan to shut or shrink hundreds of military bases nationwide voted Wednesday not to close the oldest American submarine base, in Groton, Conn., and the historic Portsmouth Naval Shipyard in Kittery, Me."
2005-08-28,"In War Debate, Parents of Fallen Are United Only in Grief","In War Debate, Parents of Fallen Are United Only in Grief","David Clemons seethes when he sees Cindy Sheehan on television, standing among small white crosses in an antiwar encampment named for her dead son.     To Mr. Clemons, her protest is a crushing insult to his own son, who was also killed while fighting in Iraq.  ","David Clemons seethes when he sees Cindy Sheehan on television, standing among small white crosses in an antiwar encampment named for her dead son.     To Mr. Clemons, her protest is a crushing insult to his own son, who was also killed while figh...","David Clemons seethes when he sees Cindy Sheehan on television, standing among small white crosses in an antiwar encampment named for her dead son."
2005-08-29,"In Re Grammar, Roberts's Stance Is Crystal Clear","In Re Grammar, Roberts's Stance Is Crystal Clear",Documents released by National Archives from John G Roberts Jr's years as associate counsel in Reagan White House show him to have been exacting grammarian and copy editor; friends and former colleagues say obsession with rhetorical precision is central Roberts trait; excerpts from some memos he wrote in 1983 (M),Documents released by National Archives from John G Roberts Jr's years as associate counsel in Reagan White House show him to have been exacting grammarian and copy editor; friends and former colleagues say obsession with rhetorical precision is c...,"John G. Roberts Jr. could have easily ignored the letter from E.F.W. Wildermuth that came across his desk in December 1982. The correspondent, an octogenarian lawyer from New York, made an obscure procedural point about the Senate's jurisdiction based on his interpretation of the 17th Amendment; it was not the sort of question that would typically require serious attention from the White House counsel's office, where Mr. Roberts worked at the time."
2005-08-31,New Orleans Is Now Off Limits;Pentagon Joins in Relief Effort,HURRICANE KATRINA: THE OVERVIEW; NEW ORLEANS IS INUNDATED AS 2 LEVEES FAIL; MUCH OF GULF COAST IS CRIPPLED; TOLL RISES,"New Orleans, which appeared to have narrowly escaped worst of Hurricane Katrina, is virtually submerged and isolated as water breaks through two levees, causing incalculable destruction and rendering city uninhabitable for weeks to come; bridges, highways and power and communications lines are washed out and officials order everyone still remaining out of city; about 10,000 refugees are to be evacuated from Superdome, where water and food are running out and rising water threatens generators; Pentagon orders five Navy ships and eight maritime rescue teams to Gulf Coast and will fly in Swift boat rescue teams from California; authorities can only guess at death toll, at least 100 in Mississippi alone, as efforts concentrate on finding the living, plucking them off rooftops in rescue cages; streets that were dry after storm passed are inundated as breaches in levees north of downtown send muddy waters of Lake Pontchartrain pouring into city; photos; map; charts; FEMA drops sandbags to try to seal breach; both airports are underwater as is 80 percent of city that lies below sea level; Gov Kathleen Blanco and other officials describe 'heartbreaking' situation; armed looters clean out stores for second night, critically wounding police officer; current damage estimates are over $25 billion; energy prices rocket with news of damage to oil and gas rigs in Gulf of Mexico; hundreds of critically-ill patients are evacuated from Tulane and Charity Hospitals and Times-Picayune staff flees newspaper's office; city from the air is shocking sight of utter demolition; entire areas of outlying parishes and Mississippi coast disappear under water; casino barges along river are swept half mile inland (L)","New Orleans, which appeared to have narrowly escaped worst of Hurricane Katrina, is virtually submerged and isolated as water breaks through two levees, causing incalculable destruction and rendering city uninhabitable for weeks to come; bridges, ...",Correction Appended
2005-09-01,Higher Death Toll Seen; Police Ordered to Stop Looters,"HURRICANE KATRINA: THE OVERVIEW; BUSH SEES LONG RECOVERY FOR NEW ORLEANS; 30,000 TROOPS IN LARGEST U.S. RELIEF EFFORT","Pres Bush pledges vast assistance to victims of Hurricane Katrina, as chaos grips New Orleans and officials there say there is no choice but to abandon devastated city, perhaps for months; with city 80 percent under water, looters run wild, food and water supplies dwindle, bodies float in floodwaters and evacuation of Superdome begins; Mayor C Ray Nagin says hurricane might have killed thousands in his city alone; gargantuan relief effort begins; ships, planes, helicopters and convoys of supplies and rescue teams converge on Gulf Coast; Pentagon says 30,000 National Guard and active-duty troops would be deployed by weekend in largest domestic relief effort by military in nation's history; photos; maps diagrams (L)","Pres Bush pledges vast assistance to victims of Hurricane Katrina, as chaos grips New Orleans and officials there say there is no choice but to abandon devastated city, perhaps for months; with city 80 percent under water, looters run wild, food a...","NEW ORLEANS, Aug. 31 - Chaos gripped New Orleans on Wednesday as looters ran wild, food and water supplies dwindled, bodies floated in the floodwaters, the evacuation of the Superdome began and officials said there was no choice but to abandon the city devastated by Hurricane Katrina, perhaps for months."
2005-09-02,Government Saw Flood Risk but Not Levee Failure,STORM AND CRISIS: FEDERAL RESPONSE; Government Saw Flood Risk but Not Levee Failure,"American disaster officials say they have long known that New Orleans was especially vulnerable, but none of their preparedness drills considered possibility that levees keeping Lake Pontchartrain out of city would be breached; disaster experts, while acknowledging that Hurricane Katrina posed unprecedented difficulties, say evacuation measures were inadequate; say large numbers of National Guard troops should have been deployed on flooded streets early in the disaster to keep order; some question whether federal government's intense focus on terrorism has distracted from planning practical steps to cope with major natural disaster; American Red Cross official Joe Becker says first, lifesaving phase of hurricane response, which usually lasts just hours, in this case is stretching over days; calls government response 'nothing short of heroic'; some critics fault Federal Emergency Management Agency, while others say blame should be more widely spread; note that local, state and federal officials have cooperated on disaster planning; photo; map (M)","American disaster officials say they have long known that New Orleans was especially vulnerable, but none of their preparedness drills considered possibility that levees keeping Lake Pontchartrain out of city would be breached; disaster experts, w...","WASHINGTON, Sept. 1 - When Michael D. Brown, director of the Federal Emergency Management Agency, returned in January from a tour of the tsunami devastation in Asia, he urgently gathered his aides to prepare for a similar catastrophe at home."
2005-09-05,Bush Promises to Move Quickly on Chief Justice,COURT IN TRANSITION: THE COURT; BUSH PROMISES TO MOVE QUICKLY ON CHIEF JUSTICE,"President Bush said Sunday that he would act quickly to replace Chief Justice William H. Rehnquist, whose death late Saturday opened a second vacancy on the Supreme Court and a new front in the ideological battle over the judiciary.     But the Republican leadership in the Senate signaled that it would almost certainly alter its schedule for the confirmation hearings for the seat being vacated by Justice Sandra Day O'Connor, providing time to honor Chief Justice Rehnquist and acknowledging the extraordinary political climate in Washington after Hurricane Katrina.  ","President Bush said Sunday that he would act quickly to replace Chief Justice William H. Rehnquist, whose death late Saturday opened a second vacancy on the Supreme Court and a new front in the ideological battle over the judiciary.     But the Re...","WASHINGTON, Sept. 4 - President Bush said Sunday that he would act quickly to replace Chief Justice William H. Rehnquist, whose death late Saturday opened a second vacancy on the Supreme Court and a new front in the ideological battle over the judiciary."
