date,headline,print_headline,abstract,snippet,lead_paragraph
2001-08-13,Latino Radio Gaining Popularity and Scrutiny,Latino Radio Gaining Popularity and Scrutiny,"Popularity of Latino radio has soared in New York City in recent years, delighting owners of stations and making celebrities of talent on shows, but has brought increased scrutiny and heightened awareness of content and influence of programming; Marta Garcia, chairwoman of National Hispanic Media Coalition, says success has ended what used to be license for shows to do as they pleased, since they assumed they could get away with anything in belief that no one was really paying attention; coalition, which monitors inclusion and image of Latinos in media, is challenging federal license of WSKO-FM in New York City over racy content of talk show El Vacilon de le Manana; says show is not only crass and insulting, but violates FCC's regulations against indecency; Joseph A Garcia, executive vice president of Spanish Broadcasting System that owns station, defends program; says it is controversial in way Howard Stern is and that if it is successful it is because audience likes it; popularity of Spanish radio in recent years attests to rapid growth of Spanish-language radio audience as both city's and country's Hispanic population has exploded; photo (M)","Popularity of Latino radio has soared in New York City in recent years, delighting owners of stations and making celebrities of talent on shows, but has brought increased scrutiny and heightened awareness of content and influence of programming; M...","On any given morning, the talk on WSKQ-FM can include listeners being asked why they think their husbands are gay or what was the most shameful thing they ever told a doctor. Calls from listeners of the show, ''El Vacilón de la Mañana'' (''The Morning Goof-Off''), pour in, and a bleep button intended to keep expletives and assorted radio no-nos off the air can barely cope."
2001-08-14,STEM CELL STUDIES ADVANCE IN BRITAIN,STEM CELL STUDIES ADVANCE IN BRITAIN,"British scientists are working under less restrictive and more predictable system that allows many forms of research on embryonic stem cells, while American counterparts still await laws governing research involving human embryos; have been allowed for decade to create human embryos for research purposes, and to perform experiments in therapeutic cloning, to generate healthy replacements for diseased tissues from embryonic cells derived from patient's own mature cells; less restrictive approach attributed to less intense lobbying from abortion foes, longer track record of research in area, earlier start in public debate and generally respected regulatory authority; creation of human embryos for research purposes, proposed in 1994 by National Institutes of Health, was specifically rejected by Pres Bill Clinton and widely condemned across US when Virginia clinic disclosed it had created scores of embryos expressly for research; diagrams (M)","British scientists are working under less restrictive and more predictable system that allows many forms of research on embryonic stem cells, while American counterparts still await laws governing research involving human embryos; have been allowe...","While American researchers wait for politicians to issue rules on research involving human embryos, scientists in Britain are working under a less restrictive and more predictable system that allows many forms of research on embryonic stem cells and cloning."
2001-08-15,POLL IN NEW YORK FINDS ROSIER VIEWS ON CITY'S FUTURE,POLL IN NEW YORK FINDS ROSIER VIEWS ON CITY'S FUTURE,"New York Times Poll finds that New Yorkers now hold sunnier view of their city and its future than they have held in nearly a quarter of century, with many crediting Mayor Rudolph W Giuliani for its improved fortunes; nonetheless, most say they are not concerned about next mayor, and few are paying much attention to contest to replace him; with exception of public school system and housing cost and availability, two areas of continuing worry, buoyant view of city is evident almost across board; respondents offer upbeat view of economy, their own finances, police, crime and race relations; although black respondents continue to hold bleaker view of some aspects of New York than do whites, disparity is not as great as in past polls; while Mayor Giuliani's approval rating edges up above 50 percent for first time in more than two years, most respondents say New York will be as good or better place to live under whomever becomes his successor; with month to go until mayoral primary, favored candidate among registered Democrats is Public Advocate Mark Green, followed closely by Bronx Boro Pres Fernando Ferrer; Michael R Bloomberg has comfortable lead over Herman Badillo among Republican voters; chart of candidates' standing; charts of opinions on future of city generally, as well as crime, police, family finances, race relations, and public schools (M)","New York Times Poll finds that New Yorkers now hold sunnier view of their city and its future than they have held in nearly a quarter of century, with many crediting Mayor Rudolph W Giuliani for its improved fortunes; nonetheless, most say they ar...","New Yorkers now hold a sunnier view of their city and its future than they have held in nearly a quarter of a century, with many crediting Mayor Rudolph W. Giuliani for its improved fortunes. Nonetheless, most say they are not concerned about the pending change of leadership at City Hall, and few are paying much attention to the contest to replace him, according to the latest New York Times Poll."
2001-08-16,"Political Memo; Bush, Deep in the Heartland, Hears Discouraging Words","Political Memo; Bush, Deep in the Heartland, Hears Discouraging Words","Pres Bush, who presented himself as outsider to Washington during presidential campaign, is finding it harder to pull off role as out-of-towner seven months after moving into White House; Bush is not first president to try to carve public image of himself as someone different and apart from all others in Washington, and some of his anti-Washington commentary boils down to typical promotion of Republican agenda against federal regulations, rules and bureaucracy; but Bush's portrayal of himself as Washington outsider is unusually aggressive; his current vacation in Texas is being called 'Home to the Heartland'; photo (political memo) (M)","Pres Bush, who presented himself as outsider to Washington during presidential campaign, is finding it harder to pull off role as out-of-towner seven months after moving into White House; Bush is not first president to try to carve public image of...","The second graders at Griegos Elementary School had apparently not absorbed the message of President Bush's month away from the nation's capital, because when he asked a group of them today if they knew where he was from, he did not get the answer he wanted."
2001-08-17,Patent on Human Stem Cell Puts U.S. Officials in Bind,Patent on Human Stem Cell Puts U.S. Officials in Bind,"Federal health officials must negotiate with foundation at University of Wisconsin, which holds lone patent on method of isolating stem cells and on cells themselves; patent gives Wisconsin Alumni Research Foundation (WARF) control over who may work in United States with stem cells, and for what purpose; foundation has granted important rights to biotechnology company, Geron Corp, giving Geron considerable say over who ultimately profits from stem cell therapies; complex tangle of intellectual-property rights and contracts is pressing concern at National Institutes of Health, which is charged with putting Pres Bush's plan for government financing of embryonic stem cell studies into effect; many scientists fear that restrictions imposed by foundation might hinder research on cells that hold promise for treating and curing some devastating diseases; Wisconsin patent could help push stem cell science overseas (M)","Federal health officials must negotiate with foundation at University of Wisconsin, which holds lone patent on method of isolating stem cells and on cells themselves; patent gives Wisconsin Alumni Research Foundation (WARF) control over who may wo...","As they carry out President Bush's plan for government financing of embryonic stem cell studies, federal health officials confront a daunting challenge: United States patent 6,200,806, a claim to the human embryonic stem cell."
2001-08-18,Prosecutors Say Greed Drove Pharmacist to Dilute Drugs,Prosecutors Say Greed Drove Pharmacist to Dilute Drugs,"Robert R Courtney, Kansas City, Mo, pharmacist and wealthy businessman, reportedly admits diluting chemotherapy drugs from Nov 2000 to May 2001 out of greed; prosecutors say hundreds of cancer patients whose doctors administered drugs from premixed bags may have gotten treatment drastically weaker than intended; Courtney allegedly diluted Taxol and Gemzar, used to treat variety of cancers, and other drugs; photo (M)","Robert R Courtney, Kansas City, Mo, pharmacist and wealthy businessman, reportedly admits diluting chemotherapy drugs from Nov 2000 to May 2001 out of greed; prosecutors say hundreds of cancer patients whose doctors administered drugs from premixe...","In the relatively sedate and step-by-step world of the retail pharmacist, Robert R. Courtney was considered something of a swashbuckler, a wealthy, energetic businessman, adept at catching the next entrepreneurial wave."
2001-08-19,"In Libraries and Cemeteries, Vacationing With Ancestors","In Libraries and Cemeteries, Vacationing With Ancestors","Increasing number of Americans are seeking information about their family trees, sometimes using their vacation time to track down their ancestors; they are researching state archives, church records, immigration records, birth records, tax records, deeds and old newspaper files; Matrix Marketing Research Company near St Louis reports that at least 60 percent of Americans in 2000 were at least somewhat interested in tracing their origins, up from 45 percent in 1995; photos (L)","Increasing number of Americans are seeking information about their family trees, sometimes using their vacation time to track down their ancestors; they are researching state archives, church records, immigration records, birth records, tax record...","This former cigar-making village in eastern Pennsylvania is hardly a tourist site, but it gets a steady stream of summer visitors. They stroll through the cemetery with its weather-pocked headstones, some inscribed in German and more than 200 years old. At the edge of the graveyard, the little Tulpehocken Settlement Historical Society is building an addition to accommodate the rush of callers like Wayne and Beth Ilger."
2001-08-20,Possible Federal Pullout Clouds Northeast States' Pollution Suits,Possible Federal Pullout Clouds Northeast States' Pollution Suits,"Bush administration is considering withdrawing from air pollution lawsuits filed against power plants in Midwest and South, and Northeastern states that have also sued will be hard pressed to pursue cases on their own; state and local officials, as well as environmentalists and power companies, say without Washington's participation most of cases will be dropped because states lack legal standing to pursue them; say remaining actions would be made far more difficult without vast resources of EPA and Justice Department; federal government's reversal could also dissolve landmark agreements with two power companies that have accepted great reductions in pollution from plants; environmentalists are also concerned that if new source review program survives it will be in greatly scaled-back form; cite, among other factors, Pres Bush's appointment of Donald Schregardus as chief enforcement officer of EPA; as chief environmental officer for State of Ohio, Schregardus was part of administration that strenuously opposed filing of new source review lawsuits; map (M)","Bush administration is considering withdrawing from air pollution lawsuits filed against power plants in Midwest and South, and Northeastern states that have also sued will be hard pressed to pursue cases on their own; state and local officials, a...","As the Bush administration considers withdrawing from air pollution lawsuits against power plants in the Midwest and South, people on both sides of the dispute say the Northeast states that have also sued will be hard-pressed to pursue the cases on their own."
2001-08-21,"For Palestinians, a Daily, Dirty Obstacle Course","For Palestinians, a Daily, Dirty Obstacle Course","Israeli roadblocks sprinkled across West Bank and Gaza have become defining physical feature of conflict that has consumed both sides for past 11 months; have trapped thousands of Palestinians in their towns and divided both areas into virtual cantons; for Israel blockades are essential security measure, but for Palestinians they are source of daily hardship and humiliation; maps; photos (M)",Israeli roadblocks sprinkled across West Bank and Gaza have become defining physical feature of conflict that has consumed both sides for past 11 months; have trapped thousands of Palestinians in their towns and divided both areas into virtual can...,"This is where the miserable part of Dr. Dima Amin's day kicks in, on the stretch of broken road running past a Palestinian refugee camp. This is where she finds out if it will take forever for her to get to work in Jerusalem, or just horribly long."
2001-08-22,Argentina Gets $8 Billion Aid From the I.M.F.,Argentina Gets $8 Billion Aid From the I.M.F.,"IMF will provide up to $8 billion in emergency aid to Argentina to stabilize its economy; agreement follows protracted talks between Argentina and Bush administration, which had sought show skepticism about bailouts like those approved by Clinton administration; package provides incentives for Argentina to reach agreement with creditors on restructuring $128 billion foreign debt; plan could pressure US banks and other lenders to take losses; Sec Paul O'Neill has used case to show administration will support bailouts only when nation takes painful actions before seeking help; photo (M)","IMF will provide up to $8 billion in emergency aid to Argentina to stabilize its economy; agreement follows protracted talks between Argentina and Bush administration, which had sought show skepticism about bailouts like those approved by Clinton ...","After nearly two weeks of negotiations, the International Monetary Fund announced tonight that it would provide up to $8 billion in emergency aid to Argentina to stabilize its economy."
2001-08-23,Religious Arrests Cast a Pall Over Afghanistan Aid Efforts,Religious Arrests Cast a Pall Over Afghanistan Aid Efforts,"Afghanistan's ruling Taliban has uneasy relationship with foreign aid organizations and workers in their poverty-stricken country; there are cultural conflicts and mutual distrust, as evidenced by arrest two weeks ago of 24 aid workers, accused of preaching Christian Gospel to Afghans; Abdul Ghafoor Afghani, Taliban's chief of protocol, claims those arrested were given visas as aid workers, not missionaries; Taliban is uncomfortable with what goes on behind high walls of aid workers' compounds: mingling of unmarried men and women, beat of rock 'n' roll, drinking at end of day; repeatedly, Taliban have warned against turning Afghan believers into Afghan apostates; arrested aid workers belong to Shelter Now, German-based group, but Foreign Min Wakil Ahmed Mutawakil has said that World Food Program itself is prime suspect; potential of more arrests leaves aid agencies in fear; huge withdrawal--or expulsion--of agencies would be catastrophic for needy; photos; map (M)","Afghanistan's ruling Taliban has uneasy relationship with foreign aid organizations and workers in their poverty-stricken country; there are cultural conflicts and mutual distrust, as evidenced by arrest two weeks ago of 24 aid workers, accused of...","The evidence considered most damning includes Bibles translated into Farsi and Pashto, dozens of video and audio tapes about the life of Jesus and a book entitled ''Sharing Your Faith With a Muslim.''"
2001-08-24,RUMSFELD INSISTS BUSH WON'T PARE SPENDING REQUEST,RUMSFELD INSISTS BUSH WON'T PARE SPENDING REQUEST,"Defense Sec Donald H Rumsfeld says Pres Bush will insist that Congress approve all of his proposed $18.4 billion increase in military spending for coming year; shrinking federal budget surpluses have prompted Democratic chairmen of two powerful Senate committees, Sens Kent Conrad and Robert C Byrd, to say they would not support Bush's military budget request; senators hold that paying for full Pentagon increase would mean dipping into surplus Medicare and possibly Social Security money, which most lawmakers in both parties have declared off limits; battle can be expected over shape and size of proposed $329 billion Pentagon budget when it is taken up in Senate next month; photo (M)",Defense Sec Donald H Rumsfeld says Pres Bush will insist that Congress approve all of his proposed $18.4 billion increase in military spending for coming year; shrinking federal budget surpluses have prompted Democratic chairmen of two powerful Se...,"Responding to calls on Capitol Hill for paring back the administration's Pentagon budget request, Secretary of Defense Donald H. Rumsfeld said today that President Bush would insist that Congress approve all of his proposed $18.4 billion increase in military spending for the coming year."
2001-08-25,Judge Is Assigned to Decide Microsoft Antitrust Penalties,Judge Is Assigned to Decide Microsoft Antitrust Penalties,"Landmark antitrust case against Microsoft Corp is assigned to Judge Colleen Kollar-Kotelly, who will determine penalties for company's abuse of monopoly power in software business; photo; random selection replaces Judge Thomas Penfield Jackson, who was removed by appeals court for discussing case with reporters (M)","Landmark antitrust case against Microsoft Corp is assigned to Judge Colleen Kollar-Kotelly, who will determine penalties for company's abuse of monopoly power in software business; photo; random selection replaces Judge Thomas Penfield Jackson, wh...","The government's landmark antitrust case against the Microsoft Corporation was assigned today to Judge Colleen Kollar-Kotelly, a seasoned trial court judge and Clinton appointee to the federal bench. She will determine how to penalize the company for abusing its monopoly power in the software business."
2001-08-26,"Palestinian Raids Kill 6 Israelis, Including 3 Soldiers at Gaza Base","Palestinian Raids Kill 6 Israelis, Including 3 Soldiers at Gaza Base","Palestinians stage boldest and deadliest raid on Israeli Army base in 11-month-old conflict, killing six Israelis, including three soldiers shot in Gaza Strip; dead civilians are from nearby Israeli settlement, shot while riding in car along road that has become frequent target for gunmen; two children in car are less severely wounded; Israel retaliates swiftly, sending jets to fire missiles at Palestinian police headquarters in Gaza City, wounding three Palestinian policemen and causing heavy damage; Israeli tanks receive heavy machine gunfire from Palestinians as they move deeply into Palestinian-controlled areas near Rafah, at southern tip of Gaza Strip; Israeli fighter planes are also heard over Ramallah; group called Al Aksa Martyrs Brigade, allied with Yasir Arafat's Fatah movement, takes responsibility for shooting of settler family; attack on soldiers in Gaza is claimed by Democratic Front for the Liberation of Palestine, radical group that is at odds with Arafat; Israeli officials put onus for both attacks entirely on Arafat and his Palestinian Authority; photos; map (M)","Palestinians stage boldest and deadliest raid on Israeli Army base in 11-month-old conflict, killing six Israelis, including three soldiers shot in Gaza Strip; dead civilians are from nearby Israeli settlement, shot while riding in car along road ...","Israel retaliated swiftly today after Palestinians killed six Israelis on Saturday, including three soldiers who were shot in the Gaza Strip during the boldest and deadliest raid on an Israeli Army base in the 11-month-old conflict."
2001-08-27,Disparities Seen In Mental Care For Minorities,Disparities Seen In Mental Care For Minorities,"Surgeon General David Satcher issues broad, comprehensive report on mental health-needs of minority groups and obstacles to treatment; says they suffer disproportionate burden of mental illness because they often have less access to services than other Americans, receive lower quality care and are less likely to seek help when in distress; says while serious mental disorders occur in all races, ethnicities and socioeconomic classes, minorities tend to be overrepresented among those most vulnerable and in need of mental health treatment; says because of stigma attached to mental illness in some minority cultures, there is often reluctance to use services even when available; calls for more research in area that has been little studied and for more cultural awareness on part of mental health professionals; recommends increased efforts to address needs of minorities in shaping delivery of services, educating public and integrating mental health treatment with general medical care; report focuses on mental health concerns of African-Americans, Hispanic-Americans, Asian-Americans and Pacific Islanders, and American Indians and Alaska Natives (M)","Surgeon General David Satcher issues broad, comprehensive report on mental health-needs of minority groups and obstacles to treatment; says they suffer disproportionate burden of mental illness because they often have less access to services than ...","The nation's ethnic and racial minorities face large and troubling disparities in mental health care, the surgeon general said yesterday in a broad and comprehensive report that offers a rare look at the mental-health needs of four minority groups and the obstacles to treatment."
2001-08-28,The Bronx's Little League Ace Faces Questions Over His Age,The Bronx's Little League Ace Faces Questions Over His Age,"Little League officials are investigating whether Danny Almonte, ace pitcher for Rolando Paulino All-Stars from Bronx, is 14 years old and should have been ineligible to play past two seasons and during recent World Series; probe follows discovery of document by Sports Illustrated reporter, issued by government officials in Dominican Republic, showing he was born in 1987; similar government document held by Rolando Paulino, president of Bronx league, shows Almonte was born in 1989; Little League rules require players to be no older than 12 during regular season and to turn 13 no earlier than August 1 in season in which they are competing; photo (M)","Little League officials are investigating whether Danny Almonte, ace pitcher for Rolando Paulino All-Stars from Bronx, is 14 years old and should have been ineligible to play past two seasons and during recent World Series; probe follows discovery...","Little League officials are investigating whether Danny Almonte, the ace pitcher for the Rolando Paulino All-Stars from the Bronx, is 14 years old and should have been ineligible to play the past two seasons and during this year's World Series, which ended Sunday."
2001-08-29,Israeli Army Captures Buildings In Palestinian West Bank Town,Israeli Army Captures Buildings In Palestinian West Bank Town,"Israeli forces take control of parts of Palestinian town of Beit Jala to stop snipers who have been firing for months on Gilo, neighboring Israeli area on southern edge of Jerusalem; Palestinians charge 'reoccupation' of area supposedly under their control; soldiers also move into Lutheran church compound, using top floors to shoot at gunmen who continue firing on Gilo and on Israeli troops; thousands of Palestinians vow revenge for killing of Mustafa Zibri (Abu Ali Mstafa), leader in Popular Front for Liberation of Palestine and PLO who Israel says was sponsor of car bombings and other terrorist attacks; US warns against raising stakes in conflict; Israeli officials say they have no intention of remaining in Beit Jala but will stay put until there is no more shooting on Gilo; Gen Gershon Yitzhak points out that Palestinian Authority 'did not do its job' in Beit Jala, predominantly Christian town of about 10,000 people; photos; map (M)","Israeli forces take control of parts of Palestinian town of Beit Jala to stop snipers who have been firing for months on Gilo, neighboring Israeli area on southern edge of Jerusalem; Palestinians charge 'reoccupation' of area supposedly under thei...",Israeli tanks and soldiers took control of parts of this Palestinian town south of Jerusalem today in an operation that Israel called necessary to protect its citizens but that Palestinian officials denounced as a ''reoccupation'' of areas supposedly under their control.
2001-08-30,"In Polls and in G.O.P., Schundler Is Paying a Price for His Missteps","In Polls and in G.O.P., Schundler Is Paying a Price for His Missteps","Bret Schundler, who ran near perfect primary campaign to win Republican gubernatorial nomination in New Jersey, is now lagging well behind his Democratic opponent James E McGreevey in polls and in crucial area of fund-raising; Schundler's own aides say he will come under mounting pressure to trim McGreeveys' lead or risk being written off by fellow Republicans; Schundler won primary by appealing to party's base with strong conservative message; critics say that to win general election he must appeal to broader electorate dominated by moderates, and he has failed to do that; latest Star-Ledger/Eagleton-Rutgers Polls shows Schundler trailing by 19 percentage points among likely voters; finds women and independent voters favor McGreevey by ratio of 5 to 2; about one in five voters is undecided; photo (M)","Bret Schundler, who ran near perfect primary campaign to win Republican gubernatorial nomination in New Jersey, is now lagging well behind his Democratic opponent James E McGreevey in polls and in crucial area of fund-raising; Schundler's own aide...","Bret D. Schundler has made a career out of defying expectations. He entered politics by defeating the powerful Hudson County Democratic machine to win election as mayor of Jersey City. This year, he ran what even his rivals considered a perfect primary campaign, beating out first an incumbent acting governor and then a party favorite to capture the Republican nomination for governor."
2001-08-31,MILOSEVIC TO FACE CHARGES COVERING 3 WARS IN BALKANS,MILOSEVIC TO FACE CHARGES COVERING 3 WARS IN BALKANS,"Chief prosecutor of United Nations tribunal in Hague, Carla Del Ponte, says she will expand charges against Slobodan Milosevic to include genocide in massacres in Bosnia and accusations of war crimes in Croatia; says there will be one trial for three wars; tens of thousands of people were killed by Serbian forces in Bosnian war of 1992-95 as wide swaths of country were 'cleansed' of Muslim population; although pattern of killing in Croatia, Bosnia and into Kosovo was largely same, Milosevic has denied any culpability; by including genocide charge in new indictments, Del Ponte will dramatically extend scope of former president's trial; Milosevic appears in court for second time, sniping at judges and calling them tools of Western governments, and complaining about being isolated from press; photo (M)","Chief prosecutor of United Nations tribunal in Hague, Carla Del Ponte, says she will expand charges against Slobodan Milosevic to include genocide in massacres in Bosnia and accusations of war crimes in Croatia; says there will be one trial for th...",The chief prosecutor of the United Nations tribunal said today that she would expand the charges against Slobodan Milosevic to include genocide in the massacres in Bosnia and accusations of war crimes in Croatia.
2001-09-01,Health Care Gap Has British Looking Abroad,Health Care Gap Has British Looking Abroad,"Britons, frustrated with long waits for surgery under state-run health service, are going to state-run health systems in continental Europe for care at cost far lower than that of private health care in Britain; Min Alan Milburn has introduced policy that will let local British health authorities negotiate with other European Union health services for hundreds of operations to clear patient backlog; photos (M)","Britons, frustrated with long waits for surgery under state-run health service, are going to state-run health systems in continental Europe for care at cost far lower than that of private health care in Britain; Min Alan Milburn has introduced pol...","Chris Davies, a 59-year-old businessman from the northern English city of Manchester, began suffering chest pains from a blocked artery in 1996, but, he said, when he sought surgery from Britain's state-run health service, he was told to wait. Three years later, he was still waiting."
2001-09-02,U.S. Will Drop Objections To China's Missile Buildup,U.S. Will Drop Objections To China's Missile Buildup,"Bush administration will reportedly seek to overcome Chinese opposition to its missile defense program by dropping its objections to China's plans to build up its small fleet of nuclear missiles; senior official says that US and China might also discuss resuming underground nuclear tests to assure safety and reliability of their arsenals; this appears to mark significant change in American policy, which for years has been to discourage China and all other nations from increasing size or quality of their nuclear arsenals, and from nuclear tests of any kind; officials say purpose of new approach is to convince China that administration's plans for missile shield are not aimed at undercutting China's arsenal, but rather at countering threats from so-called rogue states; word of new approach draws scathing criticism from Sen Joseph R Biden Jr, chairman of Senate Foreign Relations Committee, who says administration is willing to jeopardize 50-year policy of trying to control nuclear weapons in order to build national missile defense (M)",Bush administration will reportedly seek to overcome Chinese opposition to its missile defense program by dropping its objections to China's plans to build up its small fleet of nuclear missiles; senior official says that US and China might also d...,"The Bush administration, seeking to overcome Chinese opposition to its missile defense program, intends to tell leaders in Beijing that it has no objections to the country's plans to build up its small fleet of nuclear missiles, according to senior administration officials."
2001-09-03,"Vainly, Macedonians Plead For a Broader NATO Role","Vainly, Macedonians Plead For a Broader NATO Role","NATO's week-old mission in Macedonia, with its limited intention of collecting arms from Albanian rebels, encounters Macedonians' pleas for greater protection as they contend with thousands of displaced persons, bitter ethnic tensions and government and police force that still cannot assert itself in rebel-held areas; ultimate solution is supposed to lie in police reforms, including hiring of ethnic Macedonians, but there is little trust now; NATO is welcomed primarily by Albanians, but also by some Macedonian Slavs who say they need outside protection in Tetovo region where they are outnumbered; photo; map (M)","NATO's week-old mission in Macedonia, with its limited intention of collecting arms from Albanian rebels, encounters Macedonians' pleas for greater protection as they contend with thousands of displaced persons, bitter ethnic tensions and governme...","One week into NATO's mission in Macedonia, there is a yawning gap between the expectations of civilians and the limited mission that NATO troops have set for themselves."
2001-09-04,"Waiter, Hold the Foie Gras: Slump Hits New York Dining","Waiter, Hold the Foie Gras: Slump Hits New York Dining","New York City restaurants, which for months seemed impervious to economic downturn, have suddenly seen phenomenal double-digit growth in sales come to screeching halt; unluckiest have seen business drop as much as 30 percent, and top restaurants whose stature makes them least vulnerable to cooling economy are starting to feel chill; on brink of fall season, traditionally time when lavish new places open and luxury factor is pumped up on menus across city, restaraueurs are instead worrying about filling tables in oversaturated market; photo (M)","New York City restaurants, which for months seemed impervious to economic downturn, have suddenly seen phenomenal double-digit growth in sales come to screeching halt; unluckiest have seen business drop as much as 30 percent, and top restaurants w...","For months, restaurants in New York City seemed impervious to the bleak economic news, but recently their phenomenal double-digit growth in sales has come to a screeching halt."
2001-09-05,"Rivals Covet Giuliani's Crime Data, Not His Ways","Rivals Covet Giuliani's Crime Data, Not His Ways","Mayoral candidates seeking to succeed Rudolph Giuliani as mayor of New York City give mixed reviews of his performance on job, but acknowledge his crime-fighting prowess; many assure voters they will retain successful anticrime strategies, but outline tactics that differ sharply; many aspects of crime plans put forward by Democratic candidates bear little resemblance to those pursued by Giuliani in matters of both substance and tone; largely avoid criticizing effectiveness of Giuliani's crime-fighting strategy while focusing on extent to which they say strategy has undermined Police Department's relationship with blacks and Hispanics; Republicans Michael R Bloomberg and Herman Badillo say they will continue Giuliani's program, aside from minor adjustments here or there (M)","Mayoral candidates seeking to succeed Rudolph Giuliani as mayor of New York City give mixed reviews of his performance on job, but acknowledge his crime-fighting prowess; many assure voters they will retain successful anticrime strategies, but out...","Mayor Rudolph W. Giuliani gets mixed reviews from many of the men who want his job, but not when it comes to crime. All six major candidates have acknowledged his crime-fighting prowess. Yet even as they assure voters that they will retain successful anticrime strategies, the Democratic candidates on the Tuesday primary ballot are outlining tactics that differ sharply from Mr. Giuliani's approach."
2001-09-06,Switch to the Euro Is Forcing Suitcases of Cash to Surface,Switch to the Euro Is Forcing Suitcases of Cash to Surface,"Imminent introduction of euro bills and coins in 12 European countries prompts many residents to try to change cash they have been hoarding secretly, or see it become virtually useless; much of conversion may involve huge sums of German cash held in Central Europe and Balkans by local mafias; one beneficiary may be American dollar; partly because of anxieties about euro, and because euro currency is not yet available, billions of German marks have been changed into dollars; covertly changing suitcases of cash is not simple, and cash seizures by customs agents are increasing sharply; as result, European financial officials believe that cash is now heading back to its country of origin, where it can be spent on jewelry, cars, boats and even real estate; photo (M)","Imminent introduction of euro bills and coins in 12 European countries prompts many residents to try to change cash they have been hoarding secretly, or see it become virtually useless; much of conversion may involve huge sums of German cash held ...",The two Dutchmen in the aging Mercedes looked haggard but betrayed no anxiety when German border guards asked if they were carrying large sums of cash.
2001-09-07,"A Region's Workers Go From Flush Time To Hard Times, Fast","A Region's Workers Go From Flush Time To Hard Times, Fast","Unemployment rate in Hickory and other manufacturing areas of North Carolina, which was 2.2 percent last year, is now 7.2 percent, nation's highest increase in joblessness over past year; production workers across South and in other manufacturing states face tougher and more demanding environments than any they have known for better part of decade; as layoffs continue to grow, employers will be asking more of workers, and specter of future layoffs means they are likely to get it; from point of view of managers, downturn has advantages; some say period of 2.2 percent unemployment hampered their ability to expand product lines, and cost them dearly to train employees who left at next good offer; say productvity is up and workers are more motivated, fearful that layoffs might reach them, too; employees ruefully acknowledge change, saying they are stunned by speed of their descent on workplace see-saw; photo; chart; map (M)","Unemployment rate in Hickory and other manufacturing areas of North Carolina, which was 2.2 percent last year, is now 7.2 percent, nation's highest increase in joblessness over past year; production workers across South and in other manufacturing ...","In the spring of last year, the Century Furniture Company ran a help-wanted advertisement for upholsterers in six area newspapers. The company was offering good pay in a region with thousands of experienced furniture workers, but not one applicant responded."
2001-09-08,BUSH VOWS TO ACT,U.S. JOBLESS RATE IN A JUMP TO 4.9%; BUSH VOWS TO ACT,"Bureau of Labor Statistics reports nation's unemployment rate jumped sharply in August to 4.9 percent, from 4.5 percent in July; jump is biggest one-month rise since spring of 1995, dashing hopes of economic rebound; jobles rate is highest since mid-1997, as businesses eliminated more than 100,000 jobs in month; Pres Bush moves to reassure public; says he is aware of human toll job losses are taking; calls for growth plan to reverse downturn; graphs (M)","Bureau of Labor Statistics reports nation's unemployment rate jumped sharply in August to 4.9 percent, from 4.5 percent in July; jump is biggest one-month rise since spring of 1995, dashing hopes of economic rebound; jobles rate is highest since m...","The nation's unemployment rate jumped sharply in August to 4.9 percent from 4.5 percent in July, the biggest one-month rise since the spring of 1995, dashing hopes that the bleak economic climate was starting to improve."
2001-09-09,New Christian Take on the Old Dating Ritual,New Christian Take on the Old Dating Ritual,"Movement among conservative Christian youth rejects American culture's mores on dating and romance in favor of hand-before-heart approach in which commitment to marriage comes before couple even begins to draw emotionally close; Casey Moss and Kara Price of Tennessee explain their betrothal ceremony at church two years ago, when he was 20 and she 14; photos of them and of Noelle and Joshua Goforth, newlyweds who say they first kissed at their wedding; Brad A Voyles of evangelical Belhaven College in Mississippi says rules are getting parental permission to date girl and going out only in groups; Christian Web sites and books advise on 'biblical methods' for finding mate (M)",Movement among conservative Christian youth rejects American culture's mores on dating and romance in favor of hand-before-heart approach in which commitment to marriage comes before couple even begins to draw emotionally close; Casey Moss and Kar...,"Casey Moss and Kara Price never dated each other, or anyone else. They never shared a meal alone, never talked about their dreams or plans. They never kissed and never held hands."
